Variable_Code,Description,Min_Value,Max_Value,Unknown_Value,Data_Type,Allowed_Values,Source_File,Line,Field
PRMT(62),Upward nitrogen movement (cols. 9-16) Exponential coefficient regulates upward N movement by evaporation increasing PARM(62) increases upward N movement. Default setting: 1.0 (Range: 0.2 to 2.0),0.2,2,1,real,,PARM1102.DAT,37,2
PRMT(63),Nitrogen concentration in leaching (ppm) (cols. 17-24) Upper limit of N concentration in percolating water. Default setting: 1000 (Range: 100 to 10000),100,10000,1000,real,,PARM1102.DAT,37,3
PRMT(64),Nitrification – volatilization (cols. 25-32) Upper limit of nitrification-volatilization as a fraction of NH3 present. Default setting: 0.5 (Range: 0.0 to 1.0),0,1,0.5,real,,PARM1102.DAT,37,4
PRMT(65),Curve number – frozen soil (cols. 33-40) Reduces NRCS runoff curve number retention for frozen soil. Fraction of S (retention Parameter) when soil is frozen. Reduced to increase runoff from frozen soils. Default setting: 0.05 (Range: 0.05 to 0.5),0.05,0.5,0.05,real,,PARM1102.DAT,37,5
PRMT(66),Standing dead fall rate (cols. 41-48) Governs rate of standing dead conversion to flat residue. Default setting: 0.01 (Range: 0.0001 to 0.1) Line - Field Description and number,0.0001,0.1,0.01,real,,PARM1102.DAT,37,6
PRMT(67),Wind erosion – wind speed (m sec-1) (cols. 49-56) Sets wind speed threshold to simulate wind driven soil erosion. Wind driven soil erosion is not simulated if wind speed is less than the threshold set with PARM(67). Default setting: 6.0 (Range: 4.0 to 10.0),4,10,6,real,,PARM1102.DAT,37,7
PRMT(68),Nitrogen fixation upper limit (kg ha -1 d-1) (cols. 57-64) Sets the daily nitrogen fixation upper limit. Default setting: 2.0 (Range: 1.0 to 30.0),1,30,2,real,,PARM1102.DAT,37,8
PRMT(69),"Heat unit adjustment at harvest (cols. 65-72) If PARM(69) > 0.0, sets back the heat units to a fraction controlled by PARM(69) and by harvest index. Default setting: 0.0 (Range: 0.0 to 1.0)",0,1,0,real,,PARM1102.DAT,37,9
PRMT(70),Day length – LAI development (cols. 73-80) Power of change in day length component of LAI growth equation. Causes faster growth in spring and slower growth in fall. Default setting: 3.0 (Range: 1.0 to 10.0),1,10,3,real,,PARM1102.DAT,37,10
PRMT(71),RUSLE 2 transport capacity parameter (cols. 1-8) Regulates deposition as a function of particle size and flow rate. Default setting: 0.001 (Range: 0.001 to 0.1),0.001,0.1,0.001,real,,PARM1102.DAT,38,1
PRMT(72),RUSLE 2 Threshold transport capacity coefficient (cols. 9-16) Adjusts threshold (flow rate X— slope steepness). Default setting: 3.0 (Range: 1.0 to 10.0),1,10,3,real,,PARM1102.DAT,38,2
PRMT(73),Curve number retention parameter (cols. 17-24) Sets the upper limit of curve number retention parameter S. SUL = PARM(73)X—S1 allows CN to go below CN1. Default setting: 1.2 (Range: 1.0 to 2.0),1,2,1.2,real,,PARM1102.DAT,38,3
PRMT(74),Penman-Monteith adjustment factor (cols. 25-32) Adjusts PM PET estimates. PARM(74)=1.0 results in no adjustment of the PM PET estimates. Default setting: 1.0 (Range: 0.5 to 1.5),0.5,1.5,1,real,,PARM1102.DAT,38,4
PRMT(75),Runoff CN residue adjustment parameter (cols. 33-40) Increases runoff for RSD<1.0 Mg ha-1. Decreases for RSD>1.0. Default setting: 0.0 (Range: 0.0 to 0.3),0,0.3,0,real,,PARM1102.DAT,38,5
PRMT(76),Harvest index adjustment for fruit and nut trees (cols. 41-48) Reduces yield when crop available soil water is less than PARM(76) Default setting: 1000 (Range: 100 to 1500),100,1500,1000,real,,PARM1102.DAT,38,6
PRMT(77),Phosphorus flux labile and active pool (cols. 49-56) Coefficient regulating P flux between labile and active pool. RMN = PARM(77) X— WPML – WPMA X— RTO RMN: mineralization rate WPML: content of labile P in layer WPMA: weight of active mineral P pool RTO: ratio PSP/1-PSP PSP: Phosphorus sorption ratio Line - Field Description and number,0.0001,0.001,0.0001,real,,PARM1102.DAT,38,7
PRMT(78),Phosphorus flux active and stable pool (cols. 57-64) Coefficient regulating P flux between active and stable pool. ROC = PARM(78) X— BK X— 4.0 X— WPMA – WPMS ROC: rate of stable P mineralization pool BK: rate constant that governs flow between active and mineral WPMS: weight of stable P pool Default setting: 0.0001 (Range: 0.0001 to 0.001),0.0001,0.001,0.0001,real,,PARM1102.DAT,38,8
PRMT(79),"Factor for locating appropriate weather stations (cols. 65-72) If IWTH in the EPIC run file (EPICRUN.DAT) is set to zero not providing a weather station, the EPIC model will identify a weather station to use for the simulation. With PARM(79) at 0.0 the weather station is identified giving priority to elevation. With PARM(79) at 1.0 the weather station is located giving priority to distance. 0.0 < PARM(79) < 1.0 considers both approaches. Default setting: 0.9 (Range: 0.0 to 1.0)",0,1,0.9,integer,,PARM1102.DAT,38,9
PRMT(80),Partitions of N2 and N2O from denitrification (cols. 73-80) N2 fraction of denitrification in original EPIC denitrification function. Default setting: 0.2 (Range: 0.1 to 0.9),0.1,0.9,0.2,real,,PARM1102.DAT,38,10
PRMT(81),Runoff curve number adjustment (cols. 1-8) Used to adjust runoff volume. This parameter works only when NVCN in control table file (EPICCONT.DAT) is equal to 0. Default setting: 1.0 (Range: 0.1 to 2.0) Line - Field Description and number,0.1,2,1,real,,PARM1102.DAT,39,1
PRMT(82),Biomass pool transformation approach (cols. 9-16) Microbial N:C ratio at which N immobilization is maximum. PARM(82) = CRLNC in model source code. Default setting: 0.0667 (Range: 0.025 to 0.075),0.025,0.075,0.0667,integer,,PARM1102.DAT,39,2
PRMT(83),Biomass pool transformation approach (cols. 17-24) Microbial N:C ratio at which N immobilization ceases. PARM(83) = CRUNC in model source code. Default setting: 0.2 (Range: 0.04 to 0.2),0.04,0.2,0.2,integer,,PARM1102.DAT,39,3
PRMT(84),Specific base rate for ammonification (1/day) (cols. 25-32) PARM(84) = WKA in model source code. Used in Phoenix C N dynamic approach (see ICP in EPICCONT.DAT). Default setting: 0.3 (Range: 0.2 to 0.4),0.2,0.4,0.3,integer,,PARM1102.DAT,39,4
PRMT(85),Microbial N:C ratio at which ammonification is maximum (cols. 33-40) PRMT(85) = WNCMIN in model source code. Used in Phoenix C N dynamic approach (see ICP in EPICCONT.DAT). Default setting: 0.0667 (Range: 0.025 to 0.075),0.025,0.075,0.0667,integer,,PARM1102.DAT,39,5
PRMT(86),Microbial N:C ratio at which ammonification ceases (cols. 41-48) PARM(86) = WNCMAX in model source code. Used in Phoenix C N dynamic approach (see ICP in EPICCONT.DAT). Default setting: 0.2 (Range: 0.04 to 0.2) Line - Field Description and number,0.04,0.2,0.2,integer,,PARM1102.DAT,39,6
PRMT(87),Maximum rate of uptake of nitrogen during immobilization (gN gC-1 day-1) (cols. 49-56) PARM(87) = VMU in model source code. Used in Phoenix C N dynamic approach (see ICP in EPICCONT.DAT). Default setting: 0.0075 (Range: 0.00675 to 0.00825),0.00675,0.00825,0.0075,integer,,PARM1102.DAT,39,7
PRMT(88),Half Saturation constant for ammonia immobilization (mg N L -1) (cols. 57-64) PARM(88) = WKMNH3 in model source code. Used in Phoenix C N dynamic approach (see ICP in EPICCONT.DAT). Default setting: 2.0 (Range: 1.8 to 2.2),1.8,2.2,2,integer,,PARM1102.DAT,39,8
PRMT(89),Half Saturation constant for nitrite immobilization (mg N L -1) (cols. 65- 72) PARM(89) = WKMNO2 in model source code. Used in Phoenix C N dynamic approach (see ICP in EPICCONT.DAT). Default setting: 1.0 (Range: 0.9 to 1.1),0.9,1.1,1,integer,,PARM1102.DAT,39,9
PRMT(90),Half Saturation constant for nitrate immobilization (mg N L-1) (cols. 73- 80) PARM(90) = WKMNO3 in model source code Used in Phoenix C N dynamic approach (see ICP in EPICCONT.DAT). Default setting: 1.0 (Range: 0.9 to 1.1) Line - Field Description and number,0.9,1.1,1,integer,,PARM1102.DAT,39,10
PRMT(91),"Nitrogen plant uptake (cols. 1-8) Sets the fraction of plant nitrogen uptake in NO3 form, the reminder of nitrogen uptake is in NH3 form. Default setting: 0.9 (Range: 0.1 to 0.95)",0.1,0.95,0.9,real,,PARM1102.DAT,40,1
PRMT(92),Root decay lag factor (cols. 9-16) Prevents abrupt changes in root mass when standing live changes dramatically. Lag is directly related to factor and small values allow quicker change in root mass when standing live biomass changes. Default setting: 0.9 (Range: 0.0 to 1.0),0,1,0.9,real,,PARM1102.DAT,40,2
PRMT(93),Vertical Percolation Exponent (cols. 17-24) Exponent for calculating vertical percolation in /.soil layers as a function of actual hydraulic conductivity using the VSHC method (see IPRK in EPICCONT.DAT file) Default setting: 3.0 (Range: 1.0 to 6.0),1,6,3,integer,,PARM1102.DAT,40,3
PRMT(94),Radiation soil temperature factor (cols. 25-32) XZ=0.5X—(TMX-TMN)X—ST0/PARM(94) TMX = max air temperature TMN = min air temperature ST0 = solar radiation Default setting: 15.0 (Range: 10.0 to 20.0) Line - Field Description and number,10,20,15,real,,PARM1102.DAT,40,4
PRMT(95),Damping depth for soil temperature factor (cols. 33-40) X7=PARM(95)X—Z/DD Z = depth to the bottom of the soil layer DD = damping depth Default setting: 1.0 (Range: 0.5 to 1.5),0.5,1.5,1,real,,PARM1102.DAT,40,5
PRMT(96),NH3: NO3 mineralization ratio (cols. 41-48) Adjusts the NH3:NO3 mineralization ratio. At 1.0 all the mineralized nitrogen goes to NH3. At 0.0 all the mineralized nitrogen goes to NO3. Default setting: 0.5 (Range: 0.0 to 1.0),0,1,0.5,real,,PARM1102.DAT,40,6
PRMT(97),Vegetative cover factor upper limit (cols. 49-56) Sets the upper limits of the vegetative cover factor used in the simulation of soil temperature. Default setting: 0.7 (Range: 0.1 to 0.9),0.1,0.9,0.7,real,,PARM1102.DAT,40,7
PRMT(98),Snow cover factor upper limit (cols. 57-64) Sets the upper limits of the snow cover factor used in the simulation of the soil temperature. Default setting: 0.95 (Range: 0.75 to 0.99),0.75,0.99,0.95,real,,PARM1102.DAT,40,8
PRMT(99),"Daily weather – soil surface temperature (cols. 65-72) Used in the enhanced cosine function approach (see ISLT in EPICCONT.DAT file), it regulates the effect of actual daily weather on the soil surface temperature. It adjusts the difference between the soil surface temperature estimated with the cosine function and the soil surface temperature estimated considering solar radiation, air temperature, and soil cover factor. Default setting: 0.6 (Range: 0.5 to 0.95) Line - Field Description and number",0.5,0.95,0.6,integer,,PARM1102.DAT,40,9
PRMT(100),"Soil layer depth – layer temperature (cols. 73-80) Used in the enhanced cosine approach (see ISLT in EPICCONT.DAT file), it regulates the effect of soil layer depth and damping depth on the estimated soil layer temperature. Default setting: 2.0 (Range: 0.7 to 2.0)",0.7,2,2,integer,,PARM1102.DAT,40,10
PRMT(101),"Soil surface temperature transfer adjustment (cols. 1-8) Used in temperature transfer approach (see ISLT in EPICCONT.DAT file), it adjusts the temperature transfer coefficient. When set at 1.0, it gives full effect of daily weather and soil cover causing large variation in soil temperature estimation from day to day. When PARM(101) approaches 0.0, estimated soil temperature becomes a smooth cosine curve repeating itself every year. Default setting: 0.6 (Range: 0.0 to 1.0)",0,1,0.6,integer,,PARM1102.DAT,41,1
PRMT(102),"Soil temperature transfer adjustment (cols. 9-16) Used in the temperature transfer approach (see ISLT in EPICCONT.DAT file), it adjusts the temperature transfer between soil layers. Default setting: 0.9 (Range: 0.0 to 1.0)",0,1,0.9,integer,,PARM1102.DAT,41,2
PRMT(103),"Bottom soil layer temperature estimation (cols. 17-24) Used in the temperature transfer approach (see ISLT in EPICCONT.DAT file), it regulates the soil temperature in the bottom soil layer as a function of soil depth and damping depth. Default setting: 1.5 (Range: 1.0 to 3.0)",1,3,1.5,integer,,PARM1102.DAT,41,3
PRMT(104),Not used (cols. 25-32),,,,real,,PARM1102.DAT,41,4
PRMT(105),Not used (cols. 33-40),,,,real,,PARM1102.DAT,41,5
COIR,Cost of irrigation water ($ m-3 ) This is the cost of water used for irrigation.,,,,real,,PARM1102.DAT,42,1
COL,Cost of lime ($ Mg-1 ) Cost of one metric ton (equal to one megagram - Mg) of lime.,,,,real,,PARM1102.DAT,42,2
FULP,Cost of fuel ($ gal-1 ) Cost of one gallon of fuel.,,,,real,,PARM1102.DAT,42,3
WAGE,Cost of labor ($ h-1) Hourly cost of labor.,,,,real,,PARM1102.DAT,42,4
